run_id,provider,sample,condition,sync_c,sync_d,src_round
r2_faster_qwen3_20260707T145233Z,faster_qwen3,13,natural_raw,4.413,8.6,r2
r2_faster_qwen3_20260707T145233Z,faster_qwen3,13,tts_raw,4.759,8.079,r2
r2_fish_audio_20260707T150723Z,fish_audio,1,natural_raw,4.631,8.689,r2
r2_fish_audio_20260707T150723Z,fish_audio,1,tts_raw,7.3,7.674,r2
r2_fish_audio_20260707T150723Z,fish_audio,2,natural_raw,5.385,8.646,r2
r2_fish_audio_20260707T150723Z,fish_audio,2,tts_raw,6.983,8.512,r2
r2_fish_audio_20260707T150723Z,fish_audio,3,natural_raw,6.43,7.474,r2
r2_fish_audio_20260707T150723Z,fish_audio,3,tts_raw,8.7,6.838,r2
r2_fish_audio_20260707T150723Z,fish_audio,4,natural_raw,5.395,9.222,r2
r2_fish_audio_20260707T150723Z,fish_audio,4,tts_raw,7.211,8.0,r2
r2_fish_audio_20260707T150723Z,fish_audio,5,natural_raw,5.259,8.213,r2
r2_fish_audio_20260707T150723Z,fish_audio,5,tts_raw,8.001,7.533,r2
r2_fish_audio_20260707T150723Z,fish_audio,6,natural_raw,5.203,8.638,r2
r2_fish_audio_20260707T150723Z,fish_audio,6,tts_raw,6.828,8.58,r2
r2_fish_audio_20260707T150723Z,fish_audio,7,natural_raw,6.514,7.331,r2
r2_fish_audio_20260707T150723Z,fish_audio,7,tts_raw,7.226,7.909,r2
r2_fish_audio_20260707T150723Z,fish_audio,8,natural_raw,5.916,8.333,r2
r2_fish_audio_20260707T150723Z,fish_audio,8,tts_raw,7.285,7.477,r2
r2_fish_audio_20260707T150723Z,fish_audio,9,natural_raw,6.66,6.606,r2
r2_fish_audio_20260707T150723Z,fish_audio,10,natural_raw,5.553,8.001,r2
r2_fish_audio_20260707T150723Z,fish_audio,10,tts_raw,7.691,6.818,r2
r2_fish_audio_20260707T150723Z,fish_audio,11,natural_raw,6.065,7.753,r2
r2_fish_audio_20260707T150723Z,fish_audio,11,tts_raw,7.268,7.734,r2
r2_fish_audio_20260707T150723Z,fish_audio,12,natural_raw,7.226,7.1,r2
r2_fish_audio_20260707T150723Z,fish_audio,12,tts_raw,9.195,6.585,r2
r2_fish_audio_20260707T150723Z,fish_audio,13,natural_raw,4.336,8.645,r2
r2_fish_audio_20260707T150723Z,fish_audio,13,tts_raw,7.158,8.121,r2
r4_bothnorm_fish,fish_bothnorm,1,tts_raw,4.625,9.307,r4
r4_bothnorm_fish,fish_bothnorm,2,tts_raw,5.641,8.603,r4
r4_bothnorm_fish,fish_bothnorm,3,tts_raw,6.249,8.45,r4
r4_bothnorm_fish,fish_bothnorm,4,tts_raw,5.668,8.636,r4
r4_bothnorm_fish,fish_bothnorm,5,tts_raw,6.172,8.466,r4
r4_bothnorm_fish,fish_bothnorm,6,tts_raw,5.388,9.461,r4
r4_bothnorm_fish,fish_bothnorm,7,tts_raw,6.163,7.898,r4
r4_bothnorm_fish,fish_bothnorm,8,tts_raw,5.761,8.527,r4
r4_bothnorm_fish,fish_bothnorm,10,tts_raw,5.695,8.219,r4
r4_bothnorm_fish,fish_bothnorm,11,tts_raw,5.448,8.708,r4
r4_bothnorm_fish,fish_bothnorm,12,tts_raw,7.67,7.24,r4
r4_bothnorm_fish,fish_bothnorm,13,tts_raw,5.353,8.617,r4
r4_durnorm_fish,fish_durnorm,1,tts_raw,5.471,8.865,r4
r4_durnorm_fish,fish_durnorm,2,tts_raw,5.682,8.902,r4
r4_durnorm_fish,fish_durnorm,3,tts_raw,6.377,8.438,r4
r4_durnorm_fish,fish_durnorm,4,tts_raw,6.176,8.38,r4
r4_durnorm_fish,fish_durnorm,5,tts_raw,6.562,8.077,r4
r4_durnorm_fish,fish_durnorm,6,tts_raw,6.166,8.766,r4
r4_durnorm_fish,fish_durnorm,7,tts_raw,6.64,7.898,r4
r4_durnorm_fish,fish_durnorm,8,tts_raw,5.831,8.506,r4
r4_durnorm_fish,fish_durnorm,10,tts_raw,6.164,7.946,r4
r4_durnorm_fish,fish_durnorm,11,tts_raw,5.851,8.465,r4
r4_durnorm_fish,fish_durnorm,12,tts_raw,7.541,7.586,r4
r4_durnorm_fish,fish_durnorm,13,tts_raw,5.784,8.581,r4
r4_loudnorm_fish,fish_loudnorm,1,tts_raw,4.562,9.378,r4
r4_loudnorm_fish,fish_loudnorm,2,tts_raw,5.633,8.717,r4
r4_loudnorm_fish,fish_loudnorm,3,tts_raw,6.277,8.469,r4
r4_loudnorm_fish,fish_loudnorm,4,tts_raw,5.719,8.717,r4
r4_loudnorm_fish,fish_loudnorm,5,tts_raw,6.23,8.36,r4
r4_loudnorm_fish,fish_loudnorm,6,tts_raw,5.535,9.196,r4
r4_loudnorm_fish,fish_loudnorm,7,tts_raw,6.069,8.072,r4
r4_loudnorm_fish,fish_loudnorm,8,tts_raw,5.813,8.511,r4
r4_loudnorm_fish,fish_loudnorm,10,tts_raw,5.684,8.207,r4
r4_loudnorm_fish,fish_loudnorm,11,tts_raw,5.225,8.876,r4
r4_loudnorm_fish,fish_loudnorm,12,tts_raw,7.636,7.312,r4
r4_loudnorm_fish,fish_loudnorm,13,tts_raw,5.363,8.643,r4
r4_bothnorm_gsv,gsv_bothnorm,1,tts_raw,6.148,7.913,r4
r4_bothnorm_gsv,gsv_bothnorm,2,tts_raw,7.148,8.446,r4
r4_bothnorm_gsv,gsv_bothnorm,3,tts_raw,7.615,7.269,r4
r4_bothnorm_gsv,gsv_bothnorm,4,tts_raw,5.97,8.735,r4
r4_bothnorm_gsv,gsv_bothnorm,5,tts_raw,6.864,8.101,r4
r4_bothnorm_gsv,gsv_bothnorm,6,tts_raw,5.486,9.613,r4
r4_bothnorm_gsv,gsv_bothnorm,7,tts_raw,7.855,7.536,r4
r4_bothnorm_gsv,gsv_bothnorm,8,tts_raw,6.829,7.64,r4
r4_bothnorm_gsv,gsv_bothnorm,9,tts_raw,5.04,8.439,r4
r4_bothnorm_gsv,gsv_bothnorm,10,tts_raw,6.292,7.564,r4
r4_bothnorm_gsv,gsv_bothnorm,11,tts_raw,6.368,7.536,r4
r4_bothnorm_gsv,gsv_bothnorm,12,tts_raw,7.835,6.41,r4
r4_bothnorm_gsv,gsv_bothnorm,13,tts_raw,6.101,8.096,r4
r4_durnorm_gsv,gsv_durnorm,1,tts_raw,5.015,8.408,r4
r4_durnorm_gsv,gsv_durnorm,2,tts_raw,6.001,8.961,r4
r4_durnorm_gsv,gsv_durnorm,3,tts_raw,6.286,7.959,r4
r4_durnorm_gsv,gsv_durnorm,4,tts_raw,5.588,8.291,r4
r4_durnorm_gsv,gsv_durnorm,5,tts_raw,5.638,8.562,r4
r4_durnorm_gsv,gsv_durnorm,6,tts_raw,4.744,9.637,r4
r4_durnorm_gsv,gsv_durnorm,7,tts_raw,7.404,7.174,r4
r4_durnorm_gsv,gsv_durnorm,8,tts_raw,5.741,7.982,r4
r4_durnorm_gsv,gsv_durnorm,9,tts_raw,4.111,8.642,r4
r4_durnorm_gsv,gsv_durnorm,10,tts_raw,6.579,6.685,r4
r4_durnorm_gsv,gsv_durnorm,11,tts_raw,5.318,7.799,r4
r4_durnorm_gsv,gsv_durnorm,12,tts_raw,7.288,6.67,r4
r4_durnorm_gsv,gsv_durnorm,13,tts_raw,5.441,7.821,r4
r4_loudnorm_gsv,gsv_loudnorm,1,tts_raw,5.924,8.168,r4
r4_loudnorm_gsv,gsv_loudnorm,2,tts_raw,7.411,8.199,r4
r4_loudnorm_gsv,gsv_loudnorm,3,tts_raw,7.758,7.167,r4
r4_loudnorm_gsv,gsv_loudnorm,4,tts_raw,5.954,8.643,r4
r4_loudnorm_gsv,gsv_loudnorm,5,tts_raw,7.079,7.927,r4
r4_loudnorm_gsv,gsv_loudnorm,6,tts_raw,5.476,9.741,r4
r4_loudnorm_gsv,gsv_loudnorm,7,tts_raw,7.828,7.519,r4
r4_loudnorm_gsv,gsv_loudnorm,8,tts_raw,6.748,7.876,r4
r4_loudnorm_gsv,gsv_loudnorm,9,tts_raw,5.196,8.309,r4
r4_loudnorm_gsv,gsv_loudnorm,10,tts_raw,6.257,7.68,r4
r4_loudnorm_gsv,gsv_loudnorm,11,tts_raw,6.159,7.672,r4
r4_loudnorm_gsv,gsv_loudnorm,12,tts_raw,7.878,6.362,r4
r4_loudnorm_gsv,gsv_loudnorm,13,tts_raw,6.017,8.19,r4
r3_gsv_tts,gsv_tts,1,natural_raw,4.839,8.562,r3
r3_gsv_tts,gsv_tts,1,tts_raw,5.709,8.298,r3
r3_gsv_tts,gsv_tts,2,natural_raw,5.273,8.814,r3
r3_gsv_tts,gsv_tts,2,tts_raw,7.366,7.918,r3
r3_gsv_tts,gsv_tts,3,natural_raw,6.457,7.569,r3
r3_gsv_tts,gsv_tts,3,tts_raw,7.228,7.228,r3
r3_gsv_tts,gsv_tts,4,natural_raw,5.53,9.027,r3
r3_gsv_tts,gsv_tts,4,tts_raw,5.546,8.585,r3
r3_gsv_tts,gsv_tts,5,natural_raw,5.242,8.321,r3
r3_gsv_tts,gsv_tts,5,tts_raw,6.579,8.289,r3
r3_gsv_tts,gsv_tts,6,natural_raw,5.565,8.289,r3
r3_gsv_tts,gsv_tts,6,tts_raw,4.816,9.838,r3
r3_gsv_tts,gsv_tts,7,natural_raw,6.473,7.347,r3
r3_gsv_tts,gsv_tts,7,tts_raw,8.102,7.016,r3
r3_gsv_tts,gsv_tts,8,natural_raw,6.04,8.332,r3
r3_gsv_tts,gsv_tts,8,tts_raw,6.724,7.085,r3
r3_gsv_tts,gsv_tts,9,natural_raw,6.308,6.922,r3
r3_gsv_tts,gsv_tts,9,tts_raw,4.509,8.884,r3
r3_gsv_tts,gsv_tts,10,natural_raw,5.621,7.895,r3
r3_gsv_tts,gsv_tts,10,tts_raw,7.027,6.947,r3
r3_gsv_tts,gsv_tts,11,natural_raw,6.056,7.794,r3
r3_gsv_tts,gsv_tts,11,tts_raw,5.776,7.616,r3
r3_gsv_tts,gsv_tts,12,natural_raw,7.08,7.168,r3
r3_gsv_tts,gsv_tts,12,tts_raw,7.382,7.041,r3
r3_gsv_tts,gsv_tts,13,natural_raw,4.341,8.86,r3
r3_gsv_tts,gsv_tts,13,tts_raw,5.939,8.205,r3
r5_higgs_loudnorm,higgs_loudnorm,1,natural_raw,4.832,8.559,r5
r5_higgs_loudnorm,higgs_loudnorm,1,tts_raw,7.023,7.794,r5
r5_higgs_loudnorm,higgs_loudnorm,2,natural_raw,5.45,8.521,r5
r5_higgs_loudnorm,higgs_loudnorm,2,tts_raw,7.691,8.067,r5
r5_higgs_loudnorm,higgs_loudnorm,3,natural_raw,6.514,7.614,r5
r5_higgs_loudnorm,higgs_loudnorm,3,tts_raw,8.492,6.794,r5
r5_higgs_loudnorm,higgs_loudnorm,4,natural_raw,5.202,9.402,r5
r5_higgs_loudnorm,higgs_loudnorm,4,tts_raw,6.858,8.514,r5
r5_higgs_loudnorm,higgs_loudnorm,5,natural_raw,5.07,8.36,r5
r5_higgs_loudnorm,higgs_loudnorm,5,tts_raw,7.83,7.698,r5
r5_higgs_loudnorm,higgs_loudnorm,6,natural_raw,5.488,8.444,r5
r5_higgs_loudnorm,higgs_loudnorm,6,tts_raw,5.77,9.443,r5
r5_higgs_loudnorm,higgs_loudnorm,7,natural_raw,6.575,7.21,r5
r5_higgs_loudnorm,higgs_loudnorm,7,tts_raw,7.006,8.028,r5
r5_higgs_loudnorm,higgs_loudnorm,8,natural_raw,5.862,8.309,r5
r5_higgs_loudnorm,higgs_loudnorm,8,tts_raw,8.264,6.431,r5
r5_higgs_loudnorm,higgs_loudnorm,9,natural_raw,6.411,6.785,r5
r5_higgs_loudnorm,higgs_loudnorm,9,tts_raw,6.238,8.624,r5
r5_higgs_loudnorm,higgs_loudnorm,10,natural_raw,5.456,8.004,r5
r5_higgs_loudnorm,higgs_loudnorm,10,tts_raw,7.307,6.929,r5
r5_higgs_loudnorm,higgs_loudnorm,11,natural_raw,5.913,7.996,r5
r5_higgs_loudnorm,higgs_loudnorm,11,tts_raw,7.7,7.377,r5
r5_higgs_loudnorm,higgs_loudnorm,12,natural_raw,7.142,7.114,r5
r5_higgs_loudnorm,higgs_loudnorm,12,tts_raw,8.245,7.13,r5
r5_higgs_loudnorm,higgs_loudnorm,13,natural_raw,4.261,8.867,r5
r5_higgs_loudnorm,higgs_loudnorm,13,tts_raw,6.651,8.1,r5
r5_higgs_tts,higgs_tts,1,natural_raw,4.639,8.625,r5
r5_higgs_tts,higgs_tts,1,tts_raw,6.587,7.65,r5
r5_higgs_tts,higgs_tts,2,natural_raw,5.449,8.616,r5
r5_higgs_tts,higgs_tts,2,tts_raw,7.86,6.902,r5
r5_higgs_tts,higgs_tts,3,natural_raw,6.143,7.694,r5
r5_higgs_tts,higgs_tts,3,tts_raw,7.202,7.404,r5
r5_higgs_tts,higgs_tts,4,natural_raw,5.427,9.157,r5
r5_higgs_tts,higgs_tts,4,tts_raw,6.123,8.86,r5
r5_higgs_tts,higgs_tts,5,natural_raw,5.24,8.262,r5
r5_higgs_tts,higgs_tts,5,tts_raw,6.916,8.029,r5
r5_higgs_tts,higgs_tts,6,natural_raw,5.368,8.594,r5
r5_higgs_tts,higgs_tts,6,tts_raw,4.219,10.476,r5
r5_higgs_tts,higgs_tts,7,natural_raw,6.541,7.255,r5
r5_higgs_tts,higgs_tts,7,tts_raw,6.063,8.269,r5
r5_higgs_tts,higgs_tts,8,natural_raw,5.886,8.459,r5
r5_higgs_tts,higgs_tts,8,tts_raw,7.227,7.039,r5
r5_higgs_tts,higgs_tts,9,natural_raw,6.282,6.859,r5
r5_higgs_tts,higgs_tts,9,tts_raw,5.609,8.551,r5
r5_higgs_tts,higgs_tts,10,natural_raw,5.617,7.925,r5
r5_higgs_tts,higgs_tts,10,tts_raw,6.068,7.535,r5
r5_higgs_tts,higgs_tts,11,natural_raw,5.97,7.814,r5
r5_higgs_tts,higgs_tts,11,tts_raw,6.661,7.94,r5
r5_higgs_tts,higgs_tts,12,natural_raw,7.277,7.069,r5
r5_higgs_tts,higgs_tts,12,tts_raw,7.79,7.242,r5
r5_higgs_tts,higgs_tts,13,natural_raw,4.451,8.759,r5
r5_higgs_tts,higgs_tts,13,tts_raw,5.444,8.672,r5
r3_indextts2_baseline,indextts2_baseline,1,natural_raw,4.767,8.566,r3
r3_indextts2_baseline,indextts2_baseline,1,tts_raw,5.978,7.708,r3
r3_indextts2_baseline,indextts2_baseline,2,natural_raw,5.249,8.86,r3
r3_indextts2_baseline,indextts2_baseline,2,tts_raw,7.902,6.602,r3
r3_indextts2_baseline,indextts2_baseline,3,natural_raw,6.217,7.745,r3
r3_indextts2_baseline,indextts2_baseline,3,tts_raw,6.958,7.081,r3
r3_indextts2_baseline,indextts2_baseline,4,natural_raw,5.307,9.263,r3
r3_indextts2_baseline,indextts2_baseline,4,tts_raw,6.272,9.07,r3
r3_indextts2_baseline,indextts2_baseline,5,natural_raw,5.321,8.08,r3
r3_indextts2_baseline,indextts2_baseline,5,tts_raw,7.209,7.467,r3
r3_indextts2_baseline,indextts2_baseline,6,natural_raw,5.377,8.516,r3
r3_indextts2_baseline,indextts2_baseline,6,tts_raw,6.635,8.146,r3
r3_indextts2_baseline,indextts2_baseline,7,natural_raw,6.468,7.325,r3
r3_indextts2_baseline,indextts2_baseline,7,tts_raw,6.907,7.847,r3
r3_indextts2_baseline,indextts2_baseline,8,natural_raw,5.862,8.257,r3
r3_indextts2_baseline,indextts2_baseline,8,tts_raw,6.625,7.687,r3
r3_indextts2_baseline,indextts2_baseline,9,natural_raw,6.371,6.855,r3
r3_indextts2_baseline,indextts2_baseline,9,tts_raw,5.704,8.178,r3
r3_indextts2_baseline,indextts2_baseline,10,natural_raw,5.429,8.093,r3
r3_indextts2_baseline,indextts2_baseline,10,tts_raw,6.229,7.475,r3
r3_indextts2_baseline,indextts2_baseline,11,natural_raw,5.916,7.986,r3
r3_indextts2_baseline,indextts2_baseline,11,tts_raw,6.952,7.687,r3
r3_indextts2_baseline,indextts2_baseline,12,natural_raw,7.186,7.052,r3
r3_indextts2_baseline,indextts2_baseline,12,tts_raw,6.495,8.391,r3
r3_indextts2_baseline,indextts2_baseline,13,natural_raw,4.488,8.528,r3
r3_indextts2_baseline,indextts2_baseline,13,tts_raw,7.614,7.009,r3
r4_bothnorm_indextts2,indextts2_bothnorm,1,tts_raw,5.345,8.665,r4
r4_bothnorm_indextts2,indextts2_bothnorm,2,tts_raw,6.343,8.289,r4
r4_bothnorm_indextts2,indextts2_bothnorm,3,tts_raw,6.881,7.6,r4
r4_bothnorm_indextts2,indextts2_bothnorm,4,tts_raw,6.85,8.256,r4
r4_bothnorm_indextts2,indextts2_bothnorm,5,tts_raw,6.091,8.136,r4
r4_bothnorm_indextts2,indextts2_bothnorm,6,tts_raw,6.617,8.199,r4
r4_bothnorm_indextts2,indextts2_bothnorm,7,tts_raw,6.835,7.967,r4
r4_bothnorm_indextts2,indextts2_bothnorm,8,tts_raw,6.3,8.277,r4
r4_bothnorm_indextts2,indextts2_bothnorm,9,tts_raw,6.361,7.569,r4
r4_bothnorm_indextts2,indextts2_bothnorm,10,tts_raw,6.446,7.634,r4
r4_bothnorm_indextts2,indextts2_bothnorm,11,tts_raw,6.432,7.915,r4
r4_bothnorm_indextts2,indextts2_bothnorm,12,tts_raw,6.447,8.521,r4
r4_bothnorm_indextts2,indextts2_bothnorm,13,tts_raw,7.556,7.101,r4
r4_durnorm_indextts2,indextts2_durnorm,1,tts_raw,4.568,8.623,r4
r4_durnorm_indextts2,indextts2_durnorm,2,tts_raw,5.893,7.952,r4
r4_durnorm_indextts2,indextts2_durnorm,3,tts_raw,6.178,7.56,r4
r4_durnorm_indextts2,indextts2_durnorm,4,tts_raw,5.685,8.988,r4
r4_durnorm_indextts2,indextts2_durnorm,5,tts_raw,6.072,7.488,r4
r4_durnorm_indextts2,indextts2_durnorm,6,tts_raw,6.321,7.923,r4
r4_durnorm_indextts2,indextts2_durnorm,7,tts_raw,6.173,7.844,r4
r4_durnorm_indextts2,indextts2_durnorm,8,tts_raw,5.56,8.331,r4
r4_durnorm_indextts2,indextts2_durnorm,9,tts_raw,5.637,7.554,r4
r4_durnorm_indextts2,indextts2_durnorm,10,tts_raw,5.522,7.948,r4
r4_durnorm_indextts2,indextts2_durnorm,11,tts_raw,5.819,8.223,r4
r4_durnorm_indextts2,indextts2_durnorm,12,tts_raw,5.799,8.517,r4
r4_durnorm_indextts2,indextts2_durnorm,13,tts_raw,6.841,7.345,r4
r3_indextts2_emo_afraid,indextts2_emo_afraid,1,natural_raw,4.623,8.683,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,1,tts_raw,4.611,7.669,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,4,natural_raw,5.462,9.155,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,4,tts_raw,5.214,9.67,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,7,natural_raw,6.611,7.239,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,7,tts_raw,5.45,7.219,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,10,natural_raw,5.766,7.93,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,10,tts_raw,5.487,7.532,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,13,natural_raw,4.478,8.668,r3
r3_indextts2_emo_afraid,indextts2_emo_afraid,13,tts_raw,6.37,6.796,r3
r3_indextts2_emo_angry,indextts2_emo_angry,1,natural_raw,4.811,8.526,r3
r3_indextts2_emo_angry,indextts2_emo_angry,1,tts_raw,6.985,7.547,r3
r3_indextts2_emo_angry,indextts2_emo_angry,4,natural_raw,5.198,9.288,r3
r3_indextts2_emo_angry,indextts2_emo_angry,4,tts_raw,7.875,7.746,r3
r3_indextts2_emo_angry,indextts2_emo_angry,7,natural_raw,6.318,7.343,r3
r3_indextts2_emo_angry,indextts2_emo_angry,7,tts_raw,9.048,6.339,r3
r3_indextts2_emo_angry,indextts2_emo_angry,10,natural_raw,5.436,8.119,r3
r3_indextts2_emo_angry,indextts2_emo_angry,10,tts_raw,7.546,6.593,r3
r3_indextts2_emo_angry,indextts2_emo_angry,13,natural_raw,4.554,8.512,r3
r3_indextts2_emo_angry,indextts2_emo_angry,13,tts_raw,9.089,5.824,r3
r3_indextts2_emo_calm,indextts2_emo_calm,1,natural_raw,4.527,8.642,r3
r3_indextts2_emo_calm,indextts2_emo_calm,1,tts_raw,6.388,7.74,r3
r3_indextts2_emo_calm,indextts2_emo_calm,4,natural_raw,5.57,9.043,r3
r3_indextts2_emo_calm,indextts2_emo_calm,4,tts_raw,7.072,8.164,r3
r3_indextts2_emo_calm,indextts2_emo_calm,7,natural_raw,6.56,7.262,r3
r3_indextts2_emo_calm,indextts2_emo_calm,7,tts_raw,8.44,6.542,r3
r3_indextts2_emo_calm,indextts2_emo_calm,10,natural_raw,5.532,7.923,r3
r3_indextts2_emo_calm,indextts2_emo_calm,10,tts_raw,6.625,7.124,r3
r3_indextts2_emo_calm,indextts2_emo_calm,13,natural_raw,4.358,8.704,r3
r3_indextts2_emo_calm,indextts2_emo_calm,13,tts_raw,9.385,6.238,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,1,natural_raw,4.571,8.552,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,1,tts_raw,5.943,7.836,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,4,natural_raw,5.194,9.367,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,4,tts_raw,7.234,8.167,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,7,natural_raw,6.608,7.217,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,7,tts_raw,6.222,7.65,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,10,natural_raw,5.484,8.037,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,10,tts_raw,6.524,7.679,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,13,natural_raw,4.332,8.728,r3
r3_indextts2_emo_disgusted,indextts2_emo_disgusted,13,tts_raw,8.481,6.687,r3
r3_indextts2_emo_happy,indextts2_emo_happy,1,natural_raw,4.687,8.543,r3
r3_indextts2_emo_happy,indextts2_emo_happy,1,tts_raw,5.496,8.411,r3
r3_indextts2_emo_happy,indextts2_emo_happy,4,natural_raw,5.311,9.333,r3
r3_indextts2_emo_happy,indextts2_emo_happy,4,tts_raw,6.423,8.646,r3
r3_indextts2_emo_happy,indextts2_emo_happy,7,natural_raw,6.447,7.314,r3
r3_indextts2_emo_happy,indextts2_emo_happy,7,tts_raw,6.793,7.572,r3
r3_indextts2_emo_happy,indextts2_emo_happy,10,natural_raw,5.746,7.931,r3
r3_indextts2_emo_happy,indextts2_emo_happy,10,tts_raw,6.631,7.758,r3
r3_indextts2_emo_happy,indextts2_emo_happy,13,natural_raw,4.489,8.537,r3
r3_indextts2_emo_happy,indextts2_emo_happy,13,tts_raw,7.783,6.796,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,1,natural_raw,4.478,8.715,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,1,tts_raw,5.517,7.586,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,4,natural_raw,5.308,9.242,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,4,tts_raw,4.89,9.122,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,7,natural_raw,6.359,7.414,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,7,tts_raw,5.033,7.7,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,10,natural_raw,5.59,7.936,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,10,tts_raw,5.143,7.355,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,13,natural_raw,4.468,8.721,r3
r3_indextts2_emo_melancholic,indextts2_emo_melancholic,13,tts_raw,5.585,7.308,r3
r3_indextts2_emo_sad,indextts2_emo_sad,1,natural_raw,4.763,8.506,r3
r3_indextts2_emo_sad,indextts2_emo_sad,1,tts_raw,5.004,7.819,r3
r3_indextts2_emo_sad,indextts2_emo_sad,4,natural_raw,5.279,9.331,r3
r3_indextts2_emo_sad,indextts2_emo_sad,4,tts_raw,5.122,8.806,r3
r3_indextts2_emo_sad,indextts2_emo_sad,7,natural_raw,6.547,7.246,r3
r3_indextts2_emo_sad,indextts2_emo_sad,7,tts_raw,4.828,7.826,r3
r3_indextts2_emo_sad,indextts2_emo_sad,10,natural_raw,5.366,8.033,r3
r3_indextts2_emo_sad,indextts2_emo_sad,10,tts_raw,5.7,8.057,r3
r3_indextts2_emo_sad,indextts2_emo_sad,13,natural_raw,4.432,8.691,r3
r3_indextts2_emo_sad,indextts2_emo_sad,13,tts_raw,6.461,6.557,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,1,natural_raw,4.714,8.543,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,1,tts_raw,5.653,8.612,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,4,natural_raw,5.551,9.02,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,4,tts_raw,7.566,7.764,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,7,natural_raw,6.474,7.301,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,7,tts_raw,7.327,7.025,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,10,natural_raw,5.812,7.774,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,10,tts_raw,6.201,7.976,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,13,natural_raw,4.415,8.687,r3
r3_indextts2_emo_surprised,indextts2_emo_surprised,13,tts_raw,8.618,6.456,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,1,natural_raw,4.574,8.621,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,1,tts_raw,6.111,8.0,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,7,natural_raw,6.509,7.293,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,7,tts_raw,7.273,7.52,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,13,natural_raw,4.258,8.811,r3
r3_indextts2_int_calm_a0.3,indextts2_int_calm_a0.3,13,tts_raw,8.255,6.424,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,1,natural_raw,4.643,8.604,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,1,tts_raw,5.866,8.025,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,7,natural_raw,6.487,7.29,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,7,tts_raw,7.404,7.429,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,13,natural_raw,4.269,8.812,r3
r3_indextts2_int_calm_a0.6,indextts2_int_calm_a0.6,13,tts_raw,8.586,6.624,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,1,natural_raw,4.755,8.594,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,1,tts_raw,6.797,7.242,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,7,natural_raw,6.515,7.277,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,7,tts_raw,8.063,6.962,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,13,natural_raw,4.35,8.762,r3
r3_indextts2_int_calm_a1.0,indextts2_int_calm_a1.0,13,tts_raw,8.777,6.132,r3
r3_indextts2_int_happy_a0.3,indextts2_int_happy_a0.3,1,natural_raw,4.663,8.596,r3
