provider,sample,run_id,src_round,emotion,alpha,norm_type,orig_provider,sync_c,sync_d,nat_sync_c,nat_sync_d,filepath,duration,rms,peak,lufs,lra,energy_env_std,energy_env_smoothness,silence_ratio,f0_mean,f0_std,f0_range,spec_centroid,spec_centroid_std,spec_rolloff,spec_bandwidth,spec_bandwidth_std,spec_flatness,spec_flatness_std,spec_flux,zcr_mean,zcr_std,onset_mean,onset_std,f1,f2,f3,hf_ratio,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
natural,7,natural,natural,,,,,,,,,data/data/audio/7.wav,5.7039,0.013684,0.0803,-38.4,,0.005703,0.002171,0.0,214.3,68.4,318.9,1304.0,715.0,2595.0,1563.0,424.0,0.007453,0.012493,0.0485,0.074172,0.045096,2.0609,1.9658,544.9,1308.8,2086.5,0.2829,-421.0604553222656,99.98517608642578,98.57738494873047,39.477272033691406,10.575974464416504,32.886314392089844,24.73148536682129,32.65665817260742,-0.7804868817329407,22.108972549438477,10.406404495239258,17.111865997314453,-6.146766662597656,17.05780029296875,-7.915003776550293,13.393756866455078,-8.372928619384766,11.766884803771973,7.690901756286621,13.283554077148438,-5.889586925506592,9.602497100830078,5.723792552947998,10.270432472229004,1.0580432415008545,7.097836017608643
natural,8,natural,natural,,,,,,,,,data/data/audio/8.wav,6.0,0.016804,0.0948,-36.38,,0.008162,0.002438,0.0,234.7,48.1,249.7,1316.0,748.0,2671.0,1630.0,514.0,0.00505,0.008894,0.05,0.059108,0.034693,1.9633,1.7797,400.9,1262.6,1963.7,0.2495,-423.0115966796875,91.44064331054688,94.99698638916016,43.8045768737793,17.559415817260742,33.47991943359375,20.981496810913086,29.443511962890625,-0.1685972809791565,23.31879997253418,8.708759307861328,18.812429428100586,-3.9120943546295166,13.411764144897461,-7.626014232635498,13.239569664001465,-13.599132537841797,11.913857460021973,7.294282913208008,10.233321189880371,-6.7683610916137695,10.908758163452148,7.006468296051025,8.28293228149414,1.0398880243301392,8.3004732131958
natural,9,natural,natural,,,,,,,,,data/data/audio/9.wav,5.4979,0.012647,0.0924,-38.3,,0.00653,0.002055,0.0,223.6,58.4,327.5,1335.0,794.0,2677.0,1616.0,411.0,0.008043,0.017322,0.0387,0.069228,0.065322,1.9347,1.9958,481.2,1346.9,2180.3,0.2921,-452.54779052734375,105.53060150146484,91.18018341064453,42.160030364990234,13.615326881408691,31.4167537689209,28.37381935119629,28.45025062561035,3.566427230834961,21.975502014160156,9.156392097473145,17.141658782958984,-3.6421713829040527,14.585268020629883,-8.01788330078125,14.933361053466797,-9.520453453063965,13.93873119354248,9.576544761657715,10.218141555786133,-7.663651466369629,11.216193199157715,8.335465431213379,8.50295639038086,0.0761842280626297,7.01763391494751
dashscope_vc,1,r2_dashscope_vc_20260707T143930Z,r2,,,,,7.013,7.608,4.552,8.746,runs/r2_dashscope_vc_20260707T143930Z/02_tts/1.wav,5.04,0.040973,0.2471,-27.63,,0.018791,0.007281,0.0,231.4,17.6,83.3,2139.0,1148.0,3962.0,1722.0,459.0,0.024022,0.039078,0.1893,0.163213,0.126403,2.3881,1.9076,415.2,1375.9,1664.2,0.7477,-283.7376403808594,67.1908187866211,58.54758071899414,56.384185791015625,-8.492823600769043,41.911155700683594,19.06043815612793,26.833200454711914,-10.186503410339355,24.13446807861328,-5.156645774841309,18.54274559020996,-18.575794219970703,15.377532958984375,-16.887521743774414,14.290694236755371,-21.842575073242188,10.80049991607666,3.595970392227173,12.083796501159668,-20.913837432861328,8.756731986999512,1.9920214414596558,8.382482528686523,-4.25901460647583,6.905396938323975
dashscope_vc,10,r2_dashscope_vc_20260707T143930Z,r2,,,,,7.339,6.699,5.551,8.124,runs/r2_dashscope_vc_20260707T143930Z/02_tts/10.wav,5.6,0.060466,0.3642,-24.57,,0.028846,0.009714,0.0,228.5,20.7,93.5,1544.0,939.0,3038.0,1551.0,552.0,0.011498,0.024655,0.234,0.102212,0.072182,2.058,1.6505,398.7,968.9,1322.9,0.338,-270.2647705078125,98.9555435180664,95.29418182373047,46.78125762939453,-4.2532267570495605,45.0794677734375,19.478851318359375,24.700233459472656,-3.464611768722534,18.801345825195312,-0.9218736290931702,18.00220489501953,-2.472046136856079,13.792503356933594,-4.6998491287231445,12.074910163879395,-17.553239822387695,13.116308212280273,10.8463773727417,10.558443069458008,-9.655346870422363,12.531400680541992,5.8351030349731445,7.1983137130737305,1.0322918891906738,9.241477012634277
dashscope_vc,11,r2_dashscope_vc_20260707T143930Z,r2,,,,,7.255,7.603,5.941,7.968,runs/r2_dashscope_vc_20260707T143930Z/02_tts/11.wav,6.8,0.056614,0.3966,-25.27,6.09,0.031167,0.009133,0.0,237.5,25.5,145.4,1334.0,734.0,2654.0,1532.0,506.0,0.007356,0.018274,0.1659,0.074249,0.049438,1.9932,1.9988,401.1,1156.4,1860.5,0.2437,-308.66552734375,88.5259780883789,91.2673568725586,40.435272216796875,5.9731621742248535,39.96780776977539,22.87631607055664,22.33634376525879,-4.298431873321533,22.144025802612305,6.706523895263672,15.225857734680176,-7.62360954284668,13.550932884216309,-7.8210062980651855,13.91039752960205,-8.573800086975098,11.478806495666504,7.34896993637085,9.69861888885498,-5.6820454597473145,8.149702072143555,8.345428466796875,7.318256378173828,-0.5971969366073608,6.7464280128479
dashscope_vc,12,r2_dashscope_vc_20260707T143930Z,r2,,,,,9.105,6.308,7.162,7.074,runs/r2_dashscope_vc_20260707T143930Z/02_tts/12.wav,6.96,0.043924,0.2833,-27.18,1.25,0.024953,0.008278,0.0,226.5,15.7,101.7,1871.0,1058.0,3434.0,1573.0,476.0,0.02471,0.043912,0.1739,0.153594,0.114193,2.4449,2.171,418.0,1140.8,1987.0,0.4741,-301.815185546875,84.75938415527344,73.96232604980469,52.803077697753906,-14.6232271194458,46.959815979003906,19.693347930908203,27.12858009338379,-18.787023544311523,23.01827049255371,-10.915186882019043,14.935675621032715,-15.55514907836914,13.216376304626465,-16.297866821289062,14.18971061706543,-24.29278564453125,11.79011058807373,-0.7410705089569092,9.557376861572266,-15.048929214477539,8.539573669433594,0.06810711324214935,8.640584945678711,-4.512180805206299,8.610797882080078
dashscope_vc,13,r2_dashscope_vc_20260707T143930Z,r2,,,,,6.071,8.959,4.263,8.732,runs/r2_dashscope_vc_20260707T143930Z/02_tts/13.wav,5.84,0.04909,0.2953,-26.46,,0.023471,0.009991,0.0,224.0,21.1,113.0,1891.0,1026.0,3631.0,1698.0,495.0,0.024329,0.039821,0.2033,0.146159,0.092826,2.5853,2.7711,413.6,1206.0,2093.3,0.4749,-285.5909118652344,83.14678192138672,74.44110107421875,55.18437957763672,-8.78181266784668,35.13416290283203,3.3391621112823486,29.695810317993164,-13.106927871704102,25.22625732421875,1.0333304405212402,19.736125946044922,-19.638261795043945,13.954294204711914,-29.892284393310547,15.60075569152832,-19.45624542236328,13.948503494262695,-3.7969729900360107,11.046666145324707,-22.471893310546875,12.329304695129395,4.346640110015869,8.971599578857422,-10.95456600189209,9.402139663696289
dashscope_vc,2,r2_dashscope_vc_20260707T143930Z,r2,,,,,8.162,7.577,5.525,8.569,runs/r2_dashscope_vc_20260707T143930Z/02_tts/2.wav,4.8,0.059201,0.3688,-24.93,,0.024183,0.010771,0.0,218.1,54.5,256.7,1486.0,884.0,3006.0,1643.0,529.0,0.008342,0.016518,0.2229,0.0811,0.052031,2.0559,1.8967,429.1,1322.1,2196.5,0.3495,-276.376953125,107.48870086669922,86.93216705322266,40.84491729736328,5.973023891448975,35.732460021972656,26.423179626464844,24.339536666870117,5.497918128967285,21.07554054260254,4.5277228355407715,19.303165435791016,-4.829125881195068,14.742006301879883,-9.693170547485352,14.161580085754395,-12.399993896484375,13.485577583312988,10.432764053344727,9.098694801330566,-9.414522171020508,10.07275676727295,5.018807888031006,8.121606826782227,-0.5530756711959839,7.435950756072998
dashscope_vc,3,r2_dashscope_vc_20260707T143930Z,r2,,,,,8.836,6.357,6.473,7.555,runs/r2_dashscope_vc_20260707T143930Z/02_tts/3.wav,4.32,0.035251,0.3065,-30.02,,0.019675,0.007768,0.0,231.8,20.3,91.3,2150.0,1333.0,3890.0,1750.0,517.0,0.026703,0.0467,0.1534,0.182757,0.145402,2.5514,2.1158,451.2,571.9,1724.3,0.7305,-306.9136657714844,59.882720947265625,65.74917602539062,62.983802795410156,0.4606015682220459,38.792564392089844,6.174182891845703,27.75201988220215,-8.32898235321045,24.345739364624023,-7.157715797424316,17.356027603149414,-23.391712188720703,16.780691146850586,-24.517826080322266,12.47363567352295,-21.02467918395996,13.554978370666504,-2.4457316398620605,8.989831924438477,-23.591203689575195,9.049434661865234,1.315820574760437,8.683448791503906,-6.933651924133301,7.741990089416504
dashscope_vc,4,r2_dashscope_vc_20260707T143930Z,r2,,,,,6.776,8.751,5.548,9.142,runs/r2_dashscope_vc_20260707T143930Z/02_tts/4.wav,5.36,0.027369,0.1466,-31.45,,0.011407,0.005418,0.0,225.8,17.5,147.1,1896.0,1184.0,3621.0,1657.0,544.0,0.021659,0.037135,0.1169,0.13941,0.111895,2.551,2.7099,404.7,689.2,1522.0,0.6353,-344.4803771972656,84.40296173095703,75.03433227539062,62.25271224975586,-6.8177008628845215,32.546241760253906,13.550249099731445,24.641624450683594,-7.303236961364746,24.176725387573242,-3.2109742164611816,15.861496925354004,-18.247610092163086,13.263321876525879,-25.180801391601562,10.622068405151367,-18.291366577148438,11.161274909973145,-2.872786283493042,12.373939514160156,-22.113948822021484,9.21884822845459,-7.2683281898498535,6.649361610412598,-6.9144110679626465,6.853127956390381
